pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1336 c,Kepler-1336,1,2,Transit,2016,Kepler,0,5.77721211,0.00002788,-0.00002788,0,0.063100,,,0,1.710,0.270,-0.350,0,0.153,0.024,-0.031,0,3.57000,,,0,0.01120,,,0,M-R relationship,0.000000,,,0,662.71,30.16,-28.70,0,1260,,,0,0,,5512.00,86.32,-66.78,0,1.30,0.19,-0.26,0,0.94,0.05,-0.04,0,0.050,0.082,-0.050,0,[Fe/H],4.18,0.17,-0.10,0,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000,22.8400000,-22.8400000,14.2640000,0.1030000,-0.1030000,12.3660000,0.0200000,-0.0200000,14.0381000,0.0002300,-0.0002300
Kepler-1337 b,Kepler-1337,1,1,Transit,2016,Kepler,0,24.40025490,0.00010890,-0.00010890,0,0.144100,,,0,2.410,0.100,-0.440,0,0.215,0.009,-0.039,0,6.39000,,,0,0.02010,,,0,M-R relationship,0.000000,,,0,9.18,0.46,-0.44,0,437,,,0,0,,4523.00,51.15,-50.38,0,0.67,0.03,-0.05,0,0.70,0.04,-0.05,0,-0.090,0.167,-0.188,0,[Fe/H],4.64,0.03,-0.03,0,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000,11.5420000,-11.5420000,16.2100000,0.2290000,-0.2290000,13.2940000,0.0340000,-0.0340000,15.8169000,0.0007080,-0.0007080
Kepler-1338 b,Kepler-1338,1,1,Transit,2016,Kepler,0,0.93511806,0.00000276,-0.00000276,0,0.019300,,,0,0.920,0.190,-0.100,0,0.082,0.017,-0.009,0,0.72100,,,0,0.00227,,,0,M-R relationship,0.000000,,,0,4712.11,164.84,-159.25,0,2124,,,0,0,,5909.00,114.45,-138.71,0,1.05,0.21,-0.11,0,1.04,0.08,-0.07,0,0.000,0.155,-0.177,0,[Fe/H],4.41,0.08,-0.15,0,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000,10.7395000,-10.7395000,13.6990000,0.0920000,-0.0920000,12.1060000,0.0210000,-0.0210000,13.5742000,0.0002300,-0.0002300
Kepler-1339 b,Kepler-1339,1,1,Transit,2016,Kepler,0,1.34155513,0.00000370,-0.00000370,0,0.023400,,,0,0.710,0.060,-0.040,0,0.063,0.005,-0.004,0,0.28500,,,0,0.00090,,,0,M-R relationship,0.000000,,,0,3094.82,140.78,-133.66,0,1642,,,0,0,,5586.00,51.01,-56.05,0,0.93,0.06,-0.05,0,0.94,0.03,-0.04,0,0.010,0.112,-0.110,0,[Fe/H],4.47,0.05,-0.06,0,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000,7.9500000,-7.9500000,12.3440000,0.0320000,-0.0320000,10.6270000,0.0140000,-0.0140000,12.1235000,0.0012900,-0.0012900
Kepler-134 b,Kepler-134,1,2,Transit,2014,Kepler,0,5.31742900,0.00000800,-0.00000800,0,0.060000,,,0,2.000,0.390,-0.390,0,0.178,0.035,-0.035,0,4.66000,,,0,0.01470,,,0,M-R relationship,0.000000,,,0,301.37,6.82,-6.70,0,1105,,,0,0,,5983.00,150.00,-150.00,0,1.18,0.23,-0.23,0,1.06,0.04,-0.05,0,-0.207,0.013,-0.013,0,[M/H],4.31,0.15,-0.15,0,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000,2.3875000,-2.3875000,12.3180000,0.0570000,-0.0570000,10.9510000,0.0190000,-0.0190000,12.2219000,0.0001490,-0.0001490
Kepler-134 c,Kepler-134,1,2,Transit,2014,Kepler,0,10.10578500,0.00005300,-0.00005300,0,0.092000,,,0,1.260,0.250,-0.250,0,0.112,0.022,-0.022,0,2.13000,,,0,0.00669,,,0,M-R relationship,0.000000,,,0,128.09,2.90,-2.85,0,892,,,0,0,,5983.00,150.00,-150.00,0,1.18,0.23,-0.23,0,1.06,0.04,-0.05,0,-0.207,0.013,-0.013,0,[M/H],4.31,0.15,-0.15,0,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000,2.3875000,-2.3875000,12.3180000,0.0570000,-0.0570000,10.9510000,0.0190000,-0.0190000,12.2219000,0.0001490,-0.0001490
Kepler-1340 b,Kepler-1340,1,1,Transit,2016,Kepler,0,0.66502692,0.00000160,-0.00000160,0,0.015300,,,0,1.550,0.700,-0.270,0,0.138,0.062,-0.024,0,3.02000,,,0,0.00951,,,0,M-R relationship,0.000000,,,0,4793.00,275.46,-258.10,0,2174,,,0,0,,6331.00,166.81,-219.14,0,1.42,0.64,-0.25,0,1.27,0.20,-0.14,0,0.070,0.146,-0.139,0,[Fe/H],4.24,0.13,-0.26,0,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000,23.8035000,-23.8035000,15.0030000,0.1370000,-0.1370000,13.2400000,0.0280000,-0.0280000,14.7546000,0.0003460,-0.0003460
Kepler-1341 b,Kepler-1341,2,1,Transit,2016,Kepler,0,132.99683220,0.00092430,-0.00092430,0,0.449800,,,0,2.990,0.420,-0.370,0,0.267,0.037,-0.033,0,9.22000,,,0,0.02900,,,0,M-R relationship,0.000000,,,0,1.14,0.03,-0.03,0,241,,,0,0,,4662.00,43.09,-46.26,0,0.72,0.02,-0.02,0,0.79,0.02,-0.03,0,0.190,0.108,-0.188,0,[Fe/H],4.62,0.01,-0.02,0,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000,4.9515000,-4.9515000,15.3560000,0.1370000,-0.1370000,12.6360000,0.0180000,-0.0180000,15.0181000,0.0004030,-0.0004030
Kepler-1342 b,Kepler-1342,1,1,Transit,2016,Kepler,0,2.21571036,0.00000812,-0.00000812,0,0.031300,,,0,1.660,0.220,-0.130,0,0.148,0.020,-0.012,0,3.39000,,,0,0.01070,,,0,M-R relationship,0.000000,,,0,559.27,42.31,-38.84,0,1283,,,0,0,,5527.00,128.51,-178.84,0,0.90,0.11,-0.06,0,0.93,0.05,-0.06,0,0.030,0.137,-0.157,0,[Fe/H],4.51,0.05,-0.10,0,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000,26.7890000,-26.7890000,15.7260000,0.0920000,-0.0920000,13.5310000,0.0420000,-0.0420000,15.3835000,0.0004490,-0.0004490
Kepler-1343 b,Kepler-1343,1,1,Transit,2016,Kepler,0,3.35183158,0.00001113,-0.00001113,0,0.044900,,,0,1.930,0.250,-0.190,0,0.172,0.022,-0.017,0,4.38000,,,0,0.01380,,,0,M-R relationship,0.000000,,,0,1021.90,133.34,-114.95,0,1294,,,0,0,,5759.00,107.08,-75.84,0,0.93,0.11,-0.08,0,0.95,0.06,-0.08,0,-0.160,0.186,-0.214,0,[Fe/H],4.48,0.06,-0.10,0,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000,94.1750000,-94.1750000,15.6170000,0.1950000,-0.1950000,13.9890000,0.0650000,-0.0650000,15.5297000,0.0005520,-0.0005520
Kepler-1344 b,Kepler-1344,1,1,Transit,2016,Kepler,0,4.76830490,0.00001895,-0.00001895,0,0.056800,,,0,1.840,0.500,-0.200,0,0.164,0.045,-0.018,0,4.04000,,,0,0.01270,,,0,M-R relationship,0.000000,,,0,425.17,15.71,-15.10,0,1219,,,0,0,,5981.00,78.95,-91.31,0,1.13,0.31,-0.12,0,1.09,0.09,-0.07,0,0.060,0.145,-0.165,0,[Fe/H],4.37,0.09,-0.18,0,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000,13.2295000,-13.2295000,14.1920000,0.0800000,-0.0800000,12.6330000,0.0210000,-0.0210000,14.0269000,0.0002730,-0.0002730
